sku_id,region,customer_tier,week_start,week_num,category,unit_cost,regular_price,realized_price,customer_tier_discount_pct,competitor_price,competitor_price_index,promotion_flag,promotion_depth,seasonality_index,economic_demand_index,beginning_inventory,receipts,units_sold,latent_demand,lost_sales_estimate,ending_inventory,on_order,revenue,cogs,gross_profit,gross_margin_pct,weeks_of_cover,stockout_flag,excess_inventory_flag,slow_moving_flag,price_change_reason,price_test_flag,policy_version
SKU-00001,Interior,Fleet,2022-12-26,52,Brakes,430.01,680.71,606.03,0.1432,691.13,0.8769,False,0.0,1.0,1.0311,24.32,79.82,8.79,8.79,0.0,95.35,39.91,5327.0,3779.79,1547.21,0.2904,8.37,False,False,False,scheduled_review,False,v2.0.0-inventory-engine
SKU-00001,Interior,Retail,2022-12-26,52,Brakes,430.01,680.71,687.9,-0.0106,644.74,1.0669,False,0.0,1.0,1.0311,120.85,0.0,5.95,5.95,0.0,114.9,0.0,4093.0,2558.56,1534.44,0.3749,10.09,False,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00001,Interior,Trade,2022-12-26,52,Brakes,430.01,680.71,623.28,0.0844,631.03,0.9877,False,0.0,1.0,1.0311,25.78,85.52,10.4,10.4,0.0,100.9,42.76,6482.11,4472.1,2010.01,0.3101,8.86,False,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00001,Lower Mainland,Fleet,2022-12-26,52,Brakes,430.01,680.71,616.55,0.1399,694.47,0.8878,False,0.0,1.0,1.0311,94.27,0.0,11.85,11.85,0.0,82.42,0.0,7306.12,5095.62,2210.5,0.3026,5.09,False,False,False,supplier_cost_change,False,v2.0.0-inventory-engine
SKU-00001,Lower Mainland,Retail,2022-12-26,52,Brakes,430.01,680.71,677.96,0.004,645.45,1.0504,False,0.0,1.0,1.0311,66.67,0.0,9.35,9.35,0.0,57.32,0.0,6338.93,4020.59,2318.34,0.3657,3.54,False,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00001,Lower Mainland,Trade,2022-12-26,52,Brakes,430.01,680.71,621.5,0.087,629.34,0.9875,False,0.0,1.0,1.0311,40.42,0.0,10.48,10.48,0.0,29.94,0.0,6513.32,4506.5,2006.82,0.3081,1.85,False,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00001,Northern BC,Fleet,2022-12-26,52,Brakes,430.01,680.71,575.71,0.1542,600.17,0.9592,False,0.0,1.0,1.0311,61.03,0.0,8.15,8.15,0.0,52.88,0.0,4692.04,3504.58,1187.46,0.2531,5.88,False,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00001,Northern BC,Retail,2022-12-26,52,Brakes,430.01,680.71,669.91,0.0159,733.83,0.9129,False,0.0,1.0,1.0311,157.1,0.0,4.81,4.81,0.0,152.29,0.0,3222.27,2068.35,1153.92,0.3581,16.94,False,True,False,no_change,False,v2.0.0-inventory-engine
SKU-00001,Northern BC,Trade,2022-12-26,52,Brakes,430.01,680.71,616.38,0.0945,693.54,0.8887,False,0.0,1.0,1.0311,89.87,0.0,6.75,6.75,0.0,83.12,0.0,4160.56,2902.57,1257.99,0.3024,9.24,False,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00001,Vancouver Island,Fleet,2022-12-26,52,Brakes,430.01,680.71,585.38,0.14,607.72,0.9632,False,0.0,1.0,1.0311,87.47,0.0,7.03,7.03,0.0,80.44,0.0,4115.22,3022.97,1092.25,0.2654,7.89,False,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00001,Vancouver Island,Retail,2022-12-26,52,Brakes,430.01,680.71,678.82,0.0028,689.0,0.9852,False,0.0,1.0,1.0311,82.65,0.0,6.84,6.84,0.0,75.81,0.0,4643.13,2941.27,1701.86,0.3665,7.44,False,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00001,Vancouver Island,Trade,2022-12-26,52,Brakes,430.01,680.71,634.46,0.0679,610.42,1.0394,False,0.0,1.0,1.0311,89.61,0.0,6.88,6.88,0.0,82.73,0.0,4365.08,2958.47,1406.61,0.3222,8.12,False,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00002,Interior,Fleet,2022-12-26,52,Tools,173.06,215.58,179.01,0.1696,195.83,0.9141,False,0.0,1.0,1.0311,45.74,0.0,14.28,14.28,0.0,31.46,0.0,2556.26,2471.3,84.96,0.0332,1.36,False,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00002,Interior,Retail,2022-12-26,52,Tools,173.06,215.58,218.57,0.0142,219.13,0.9974,False,0.0,1.0,1.0311,32.0,0.0,13.79,13.79,0.0,18.21,8.61,3014.08,2386.5,627.58,0.2082,0.79,False,False,False,supplier_cost_change,False,v2.0.0-inventory-engine
SKU-00002,Interior,Trade,2022-12-26,52,Tools,173.06,215.58,209.61,0.0681,196.91,1.0645,False,0.0,1.0,1.0311,80.89,0.0,11.47,11.47,0.0,69.42,0.0,2404.23,1985.0,419.23,0.1744,3.01,False,False,False,random_regional_test,True,v2.0.0-inventory-engine
SKU-00002,Lower Mainland,Fleet,2022-12-26,52,Tools,173.06,215.58,205.79,0.1431,204.08,1.0084,False,0.0,1.0,1.0311,0.0,0.0,0.0,23.9,23.9,0.0,27.2,0.0,0.0,0.0,0.0,0.0,True,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00002,Lower Mainland,Retail,2022-12-26,52,Tools,173.06,215.58,213.68,0.0088,216.34,0.9877,False,0.0,1.0,1.0311,32.8,0.0,23.68,23.68,0.0,9.12,21.29,5059.94,4098.06,961.88,0.1901,0.28,False,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00002,Lower Mainland,Trade,2022-12-26,52,Tools,173.06,215.58,196.19,0.0899,220.72,0.8889,False,0.0,1.0,1.0311,0.0,0.0,0.0,18.07,18.07,0.0,28.11,0.0,0.0,0.0,0.0,0.0,True,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00002,Northern BC,Fleet,2022-12-26,52,Tools,173.06,215.58,170.95,0.2167,212.23,0.8055,True,0.0629,1.0,1.0311,18.28,116.95,10.55,10.55,0.0,124.68,58.47,1803.52,1825.78,-22.26,-0.0123,6.84,False,False,False,promotion,False,v2.0.0-inventory-engine
SKU-00002,Northern BC,Retail,2022-12-26,52,Tools,173.06,215.58,211.44,0.0192,218.97,0.9656,False,0.0,1.0,1.0311,100.36,0.0,11.18,11.18,0.0,89.18,0.0,2363.9,1934.81,429.09,0.1815,4.89,False,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00002,Northern BC,Trade,2022-12-26,52,Tools,173.06,215.58,199.55,0.0743,205.55,0.9708,False,0.0,1.0,1.0311,18.37,0.0,10.86,10.86,0.0,7.51,24.09,2167.11,1879.43,287.68,0.1327,0.41,False,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00002,Vancouver Island,Fleet,2022-12-26,52,Tools,170.55,215.58,186.54,0.1347,198.12,0.9416,False,0.0,1.0,1.0311,8.37,0.0,8.37,17.52,9.15,0.0,5.22,1561.22,1427.39,133.83,0.0857,0.0,True,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00002,Vancouver Island,Retail,2022-12-26,52,Tools,173.06,215.58,215.05,0.0024,214.9,1.0007,False,0.0,1.0,1.0311,54.02,0.0,18.37,18.37,0.0,35.65,0.0,3950.47,3179.11,771.36,0.1953,1.73,False,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00002,Vancouver Island,Trade,2022-12-26,52,Tools,173.06,215.58,199.91,0.0727,189.71,1.0538,False,0.0,1.0,1.0311,38.31,0.0,12.81,12.81,0.0,25.5,0.0,2560.85,2216.9,343.95,0.1343,1.23,False,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00003,Interior,Fleet,2022-12-26,52,Suspension,343.11,554.37,475.49,0.1423,522.03,0.9108,False,0.0,1.0,1.0311,54.85,0.0,15.28,15.28,0.0,39.57,0.0,7265.49,5242.72,2022.77,0.2784,2.48,False,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00003,Interior,Retail,2022-12-26,52,Suspension,343.11,554.37,557.93,-0.0064,557.37,1.001,False,0.0,1.0,1.0311,116.3,0.0,15.29,15.29,0.0,101.01,0.0,8530.75,5246.15,3284.6,0.385,6.34,False,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00003,Interior,Trade,2022-12-26,52,Suspension,343.11,554.37,501.01,0.0962,488.89,1.0248,False,0.0,1.0,1.0311,91.18,0.0,17.99,17.99,0.0,73.19,0.0,9013.17,6172.55,2840.62,0.3152,4.59,False,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00003,Lower Mainland,Fleet,2022-12-26,52,Suspension,343.11,554.37,461.86,0.1669,502.08,0.9199,False,0.0,1.0,1.0311,0.0,0.0,0.0,35.24,35.24,0.0,23.7,0.0,0.0,0.0,0.0,0.0,True,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00003,Lower Mainland,Retail,2022-12-26,52,Suspension,343.11,554.37,613.25,-0.0084,540.41,1.1348,False,0.0,1.0,1.0311,16.26,0.0,16.26,21.04,4.78,0.0,23.35,9971.45,5578.97,4392.48,0.4405,0.0,True,False,False,supplier_cost_change,False,v2.0.0-inventory-engine
SKU-00003,Lower Mainland,Trade,2022-12-26,52,Suspension,343.11,554.37,517.46,0.0666,507.05,1.0205,False,0.0,1.0,1.0311,0.0,0.0,0.0,31.27,31.27,0.0,1.8,0.0,0.0,0.0,0.0,0.0,True,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00003,Northern BC,Fleet,2022-12-26,52,Suspension,343.11,554.37,477.41,0.1388,508.25,0.9393,False,0.0,1.0,1.0311,0.0,0.0,0.0,14.69,14.69,0.0,6.14,0.0,0.0,0.0,0.0,0.0,True,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00003,Northern BC,Retail,2022-12-26,52,Suspension,343.11,554.37,544.41,0.018,544.47,0.9999,False,0.0,1.0,1.0311,0.0,68.52,9.97,9.97,0.0,58.55,34.26,5427.77,3420.81,2006.96,0.3698,4.65,False,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00003,Northern BC,Trade,2022-12-26,52,Suspension,343.11,554.37,506.14,0.087,521.35,0.9708,False,0.0,1.0,1.0311,5.31,0.0,5.31,14.33,9.02,0.0,10.88,2685.24,1820.31,864.93,0.3221,0.0,True,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00003,Vancouver Island,Fleet,2022-12-26,52,Suspension,343.11,554.37,481.81,0.1309,529.48,0.91,False,0.0,1.0,1.0311,82.69,0.0,23.08,23.08,0.0,59.61,0.0,11120.17,7918.98,3201.19,0.2879,4.18,False,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00003,Vancouver Island,Retail,2022-12-26,52,Suspension,343.11,554.37,562.02,-0.0138,549.03,1.0237,False,0.0,1.0,1.0311,71.31,0.0,15.69,15.69,0.0,55.62,0.0,8818.09,5383.4,3434.69,0.3895,3.9,False,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00003,Vancouver Island,Trade,2022-12-26,52,Suspension,343.11,554.37,506.69,0.086,520.75,0.973,False,0.0,1.0,1.0311,31.25,0.0,15.44,15.44,0.0,15.81,17.9,7823.29,5297.62,2525.67,0.3228,1.11,False,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00004,Interior,Fleet,2022-12-26,52,Tools,104.02,174.74,146.42,0.1621,158.04,0.9265,False,0.0,1.0,1.0311,128.17,0.0,5.36,5.36,0.0,122.81,0.0,784.81,557.55,227.26,0.2896,29.72,False,True,False,no_change,False,v2.0.0-inventory-engine
SKU-00004,Interior,Retail,2022-12-26,52,Tools,104.02,174.74,167.94,-0.0147,170.36,0.9858,False,0.0,1.0,1.0311,60.22,0.0,4.23,4.23,0.0,55.99,0.0,710.39,440.0,270.39,0.3806,13.55,False,False,False,scheduled_review,False,v2.0.0-inventory-engine
SKU-00004,Interior,Trade,2022-12-26,52,Tools,104.02,174.74,160.78,0.0799,160.24,1.0034,False,0.0,1.0,1.0311,37.56,0.0,4.01,4.01,0.0,33.55,0.0,644.73,417.12,227.61,0.353,8.12,False,False,False,tier_discount_policy,False,v2.0.0-inventory-engine
SKU-00004,Lower Mainland,Fleet,2022-12-26,52,Tools,104.02,174.74,149.83,0.1426,153.22,0.9779,False,0.0,1.0,1.0311,67.85,0.0,5.68,5.68,0.0,62.17,0.0,851.03,590.83,260.2,0.3057,10.59,False,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00004,Lower Mainland,Retail,2022-12-26,52,Tools,104.02,174.74,177.15,-0.0138,163.33,1.0846,False,0.0,1.0,1.0311,0.0,146.27,4.64,4.64,0.0,141.63,73.14,821.98,482.65,339.33,0.4128,24.12,False,True,False,no_change,False,v2.0.0-inventory-engine
SKU-00004,Lower Mainland,Trade,2022-12-26,52,Tools,104.02,174.74,148.54,0.0945,169.76,0.875,False,0.0,1.0,1.0311,53.09,0.0,6.51,6.51,0.0,46.58,0.0,967.0,677.17,289.83,0.2997,7.93,False,False,False,scheduled_review,False,v2.0.0-inventory-engine
SKU-00004,Northern BC,Fleet,2022-12-26,52,Tools,104.02,174.74,146.58,0.1612,154.95,0.946,False,0.0,1.0,1.0311,36.29,0.0,3.78,3.78,0.0,32.51,0.0,554.07,393.2,160.87,0.2903,9.96,False,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00004,Northern BC,Retail,2022-12-26,52,Tools,107.09,174.74,173.69,0.006,185.96,0.934,False,0.0,1.0,1.0311,153.95,0.0,2.31,2.31,0.0,151.64,0.0,401.22,247.38,153.84,0.3834,46.48,False,True,False,no_change,False,v2.0.0-inventory-engine
SKU-00004,Northern BC,Trade,2022-12-26,52,Tools,104.02,174.74,136.69,0.2299,157.14,0.8699,True,0.1478,1.0,1.0311,40.74,0.0,4.08,4.08,0.0,36.66,0.0,557.7,424.4,133.3,0.239,11.24,False,False,False,promotion,False,v2.0.0-inventory-engine
SKU-00004,Vancouver Island,Fleet,2022-12-26,52,Tools,104.02,174.74,147.56,0.1556,166.09,0.8884,False,0.0,1.0,1.0311,49.35,0.0,4.85,4.85,0.0,44.5,0.0,715.67,504.5,211.17,0.2951,12.03,False,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00004,Vancouver Island,Retail,2022-12-26,52,Tools,104.02,174.74,150.31,0.0941,187.8,0.8004,True,0.0933,1.0,1.0311,71.46,0.0,5.8,5.8,0.0,65.66,0.0,871.8,603.32,268.48,0.308,17.76,False,True,False,promotion,False,v2.0.0-inventory-engine
SKU-00004,Vancouver Island,Trade,2022-12-26,52,Tools,104.02,174.74,139.0,0.2159,171.02,0.8128,True,0.1249,1.0,1.0311,29.44,0.0,4.74,4.74,0.0,24.7,0.0,658.86,493.05,165.81,0.2517,6.68,False,False,False,promotion,False,v2.0.0-inventory-engine
SKU-00005,Interior,Fleet,2022-12-26,52,Suspension,232.16,348.36,297.1,0.1471,349.02,0.8512,False,0.0,1.0,1.0311,95.0,0.0,31.47,31.47,0.0,63.53,0.0,9349.74,7306.08,2043.66,0.2186,1.45,False,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00005,Interior,Retail,2022-12-26,52,Suspension,232.16,348.36,349.76,-0.004,347.31,1.0071,False,0.0,1.0,1.0311,0.0,98.97,38.93,38.93,0.0,60.04,49.48,13616.16,9037.99,4578.17,0.3362,1.37,False,False,False,no_change,False,v2.0.0-inventory-engine
